#,date,home_team,away_team,home_score,away_score,tournament,country,home,margin
1796,10/8/2020,Scotland,Israel,0,0,European Championship qual,Scotland,1,0
1797,10/8/2020,England,Wales,3,0,Friendly,England,1,3
1798,10/8/2020,Bosnia and Herzegovina,Northern Ireland,1,1,European Championship qual,Bosnia and Herzegovina,1,0
1799,10/8/2020,Bulgaria,Hungary,1,3,European Championship qual,Bulgaria,1,-2
1800,10/8/2020,Russia,Sweden,1,2,Friendly,Russia,1,-1
1801,10/8/2020,Norway,Serbia,1,2,European Championship qual,Norway,1,-1
1802,10/8/2020,Iceland,Romania,2,1,European Championship qual,Iceland,1,1
1803,10/8/2020,Slovakia,Ireland,0,0,European Championship qual,Slovakia,1,0
1804,10/8/2020,Georgia,Belarus,1,0,European Championship qual,Georgia,1,1
1805,10/8/2020,North Macedonia,Kosovo,2,1,European Championship qual,North Macedonia,1,1
1806,10/9/2020,Cameroon,Japan,0,0,Friendly,Netherlands,0,0
1807,10/9/2020,Kenya,Zambia,2,1,Friendly,Kenya,1,1
1808,10/9/2020,Burkina Faso,DR Congo,3,0,Friendly,Morocco,0,3
1809,10/9/2020,Mauritania,Sierra Leone,2,1,Friendly,Mauritania,1,1
1810,10/9/2020,Algeria,Nigeria,1,0,Friendly,Austria,0,1
1811,10/9/2020,Mali,Ghana,3,0,Friendly,Turkey,0,3
1812,10/9/2020,Gambia,Congo,1,0,Friendly,Portugal,0,1
1813,10/9/2020,Tunisia,Sudan,3,0,Friendly,Tunisia,1,3
1814,10/9/2020,Morocco,Senegal,3,1,Friendly,Morocco,1,2
1815,10/9/2020,Brazil,Bolivia,5,0,World Cup qualifier,Brazil,1,5
1816,10/9/2020,Colombia,Venezuela,3,0,World Cup qualifier,Colombia,1,3
1817,10/10/2020,Guinea,Cape Verde,2,1,Friendly,Portugal,0,1
1818,10/10/2020,Niger,Chad,2,0,Friendly,Niger,1,2
1819,10/10/2020,Costa Rica,Panama,0,1,Friendly,Costa Rica,1,-1
1820,10/10/2020,Honduras,Nicaragua,1,1,Friendly,Honduras,1,0
1821,10/10/2020,Spain,Switzerland,1,0,European Nations League A,Spain,1,1
1822,10/10/2020,Ukraine,Germany,1,2,European Nations League A,Ukraine,1,-1
1823,10/10/2020,Luxembourg,Cyprus,2,0,European Nations League C,Luxembourg,1,2
1824,10/10/2020,Faroe Islands,Latvia,1,1,European Nations League D,Faroe Islands,1,0
1825,10/10/2020,Montenegro,Azerbaijan,2,0,European Nations League C,Montenegro,1,2
1826,10/10/2020,Andorra,Malta,0,0,European Nations League D,Andorra,1,0
1827,10/10/2020,Liechtenstein,Gibraltar,0,1,European Nations League D,Liechtenstein,1,-1
1828,10/11/2020,South Africa,Zambia,1,2,Friendly,South Africa,1,-1
1829,10/11/2020,Tanzania,Burundi,0,1,Friendly,Tanzania,1,-1
1830,10/11/2020,Malawi,Zimbabwe,0,0,Friendly,Malawi,1,0
1831,10/11/2020,Comoros,Libya,2,1,Friendly,Tunisia,0,1
1832,10/11/2020,Benin,Gabon,2,0,Friendly,Portugal,0,2
1833,10/11/2020,Scotland,Slovakia,1,0,European Nations League B,Scotland,1,1
1834,10/11/2020,England,Belgium,2,1,European Nations League A,England,1,1
1835,10/11/2020,Ireland,Wales,0,0,European Nations League B,Ireland,1,0
1836,10/11/2020,Northern Ireland,Austria,0,1,European Nations League B,Northern Ireland,1,-1
1837,10/11/2020,Serbia,Hungary,0,1,European Nations League B,Serbia,1,-1
1838,10/11/2020,France,Portugal,0,0,European Nations League A,France,1,0
1839,10/11/2020,Bosnia and Herzegovina,Netherlands,0,0,European Nations League A,Bosnia and Herzegovina,1,0
1840,10/11/2020,Croatia,Sweden,2,1,European Nations League A,Croatia,1,1
1841,10/11/2020,Norway,Romania,4,0,European Nations League B,Norway,1,4
1842,10/11/2020,Poland,Italy,0,0,European Nations League A,Poland,1,0
1843,10/11/2020,Finland,Bulgaria,2,0,European Nations League B,Finland,1,2
1844,10/11/2020,Russia,Turkey,1,1,European Nations League B,Russia,1,0
1845,10/11/2020,Iceland,Denmark,0,3,European Nations League A,Iceland,1,-3
1846,10/11/2020,Estonia,North Macedonia,3,3,European Nations League C,Estonia,1,0
1847,10/11/2020,Lithuania,Belarus,2,2,European Nations League C,Lithuania,1,0
1848,10/11/2020,Greece,Moldova,2,0,European Nations League C,Greece,1,2
1849,10/11/2020,Israel,Czechia,1,2,European Nations League B,Israel,1,-1
1850,10/11/2020,Kazakhstan,Albania,0,0,European Nations League C,Kazakhstan,1,0
1851,10/11/2020,Armenia,Georgia,2,2,European Nations League C,Poland,0,0
1852,10/11/2020,Kosovo,Slovenia,0,1,European Nations League C,Kosovo,1,-1
1853,10/12/2020,Ghana,Qatar,5,1,Friendly,Turkey,0,4
1854,10/12/2020,United Arab Emirates,Uzbekistan,1,2,Friendly,United Arab Emirates,1,-1
1855,10/12/2020,Burkina Faso,Madagascar,2,1,Friendly,Morocco,0,1
1856,10/12/2020,Sudan,Togo,1,1,Friendly,Tunisia,0,0
1857,10/13/2020,Japan,Ivory Coast,1,0,Friendly,Netherlands,0,1
1858,10/13/2020,Morocco,DR Congo,1,1,Friendly,Morocco,1,0
1859,10/13/2020,Niger,Sierra Leone,1,0,Friendly,Niger,1,1
1860,10/13/2020,Nigeria,Tunisia,1,1,Friendly,Austria,0,0
1861,10/13/2020,Algeria,Mexico,2,2,Friendly,Netherlands,0,0
1862,10/13/2020,Angola,Mozambique,3,0,Friendly,Portugal,0,3
1863,10/13/2020,Costa Rica,Panama,0,1,Friendly,Costa Rica,1,-1
1864,10/13/2020,Ecuador,Uruguay,4,2,World Cup qualifier,Ecuador,1,2
1865,10/13/2020,Bolivia,Argentina,1,2,World Cup qualifier,Bolivia,1,-1
1866,10/13/2020,Chile,Colombia,2,2,World Cup qualifier,Chile,1,0
1867,10/13/2020,Peru,Brazil,2,4,World Cup qualifier,Peru,1,-2
1868,10/13/2020,Venezuela,Paraguay,0,1,World Cup qualifier,Venezuela,1,-1
1869,10/13/2020,Germany,Switzerland,3,3,European Nations League A,Germany,1,0
1870,10/13/2020,Montenegro,Luxembourg,1,2,European Nations League C,Montenegro,1,-1
1871,10/13/2020,Ukraine,Spain,1,0,European Nations League A,Ukraine,1,1
1872,10/13/2020,Latvia,Malta,0,1,European Nations League D,Latvia,1,-1
1873,10/13/2020,Azerbaijan,Cyprus,0,0,European Nations League C,Albania,0,0
1874,10/13/2020,Faroe Islands,Andorra,2,0,European Nations League D,Faroe Islands,1,2
1875,10/13/2020,Liechtenstein,San Marino,0,0,European Nations League D,Liechtenstein,1,0
1876,10/14/2020,Scotland,Czechia,1,0,European Nations League B,Scotland,1,1
1877,10/14/2020,England,Denmark,0,1,European Nations League A,England,1,-1
1878,10/14/2020,Bulgaria,Wales,0,1,European Nations League B,Bulgaria,1,-1
1879,10/14/2020,Norway,Northern Ireland,1,0,European Nations League B,Norway,1,1
1880,10/14/2020,Romania,Austria,0,1,European Nations League B,Romania,1,-1
1881,10/14/2020,Russia,Hungary,0,0,European Nations League B,Russia,1,0
1882,10/14/2020,Iceland,Belgium,1,2,European Nations League A,Iceland,1,-1
1883,10/14/2020,Croatia,France,1,2,European Nations League A,Croatia,1,-1
1884,10/14/2020,Italy,Netherlands,1,1,European Nations League A,Italy,1,0
1885,10/14/2020,Portugal,Sweden,3,0,European Nations League A,Portugal,1,3
1886,10/14/2020,Finland,Ireland,1,0,European Nations League B,Finland,1,1
1887,10/14/2020,Estonia,Armenia,1,1,European Nations League C,Estonia,1,0
1888,10/14/2020,Poland,Bosnia and Herzegovina,3,0,European Nations League A,Poland,1,3
1889,10/14/2020,Lithuania,Albania,0,0,European Nations League C,Lithuania,1,0
1890,10/14/2020,Turkey,Serbia,2,2,European Nations League B,Turkey,1,0
1891,10/14/2020,Belarus,Kazakhstan,2,0,European Nations League C,Belarus,1,2
1892,10/14/2020,Greece,Kosovo,0,0,European Nations League C,Greece,1,0
1893,10/14/2020,Slovakia,Israel,2,3,European Nations League B,Slovakia,1,-1
1894,10/14/2020,Moldova,Slovenia,0,4,European Nations League C,Moldova,1,-4
1895,10/14/2020,North Macedonia,Georgia,1,1,European Nations League C,North Macedonia,1,0
1896,10/22/2020,Ethiopia,Zambia,2,3,Friendly,Ethiopia,1,-1
1897,10/25/2020,Ethiopia,Zambia,1,3,Friendly,Ethiopia,1,-2
1898,11/6/2020,Ethiopia,Sudan,2,2,Friendly,Ethiopia,1,0
1899,11/7/2020,Bahrain,Tajikistan,1,0,Friendly,United Arab Emirates,0,1
1900,11/11/2020,Kenya,Comoros,1,1,African Nations Cup qualifier,Kenya,1,0
1901,11/11/2020,Senegal,Guinea-Bissau,2,0,African Nations Cup qualifier,Senegal,1,2
1902,11/11/2020,Mauritania,Burundi,1,1,African Nations Cup qualifier,Mauritania,1,0
1903,11/11/2020,Equatorial Guinea,Libya,3,2,African Nations Cup qualifier,Tunisia,0,1
1904,11/11/2020,Guinea,Chad,1,0,African Nations Cup qualifier,Guinea,1,1
1905,11/11/2020,Luxembourg,Austria,0,3,Friendly,Luxembourg,1,-3
1906,11/11/2020,Belgium,Switzerland,2,1,Friendly,Belgium,1,1
1907,11/11/2020,France,Finland,0,2,Friendly,France,1,-2
1908,11/11/2020,Netherlands,Spain,1,1,Friendly,Netherlands,1,0
1909,11/11/2020,Germany,Czechia,1,0,Friendly,Germany,1,1
1910,11/11/2020,Denmark,Sweden,2,0,Friendly,Denmark,1,2
1911,11/11/2020,Italy,Estonia,4,0,Friendly,Italy,1,4
1912,11/11/2020,Poland,Ukraine,2,0,Friendly,Poland,1,2
1913,11/11/2020,Portugal,Andorra,7,0,Friendly,Portugal,1,7
1914,11/11/2020,Romania,Belarus,5,3,Friendly,Romania,1,2
1915,11/11/2020,San Marino,Latvia,0,3,Friendly,San Marino,1,-3
1916,11/11/2020,Lithuania,Faroe Islands,2,1,Friendly,Lithuania,1,1
1917,11/11/2020,Turkey,Croatia,3,3,Friendly,Turkey,1,0
1918,11/11/2020,Bulgaria,Gibraltar,3,0,Friendly,Bulgaria,1,3
1919,11/11/2020,Greece,Cyprus,2,1,Friendly,Greece,1,1
1920,11/11/2020,Albania,Kosovo,2,1,Friendly,Albania,1,1
1921,11/11/2020,Montenegro,Kazakhstan,0,0,Friendly,Montenegro,1,0
1922,11/11/2020,Malta,Liechtenstein,3,0,Friendly,Malta,1,3
1923,11/11/2020,Slovenia,Azerbaijan,0,0,Friendly,Slovenia,1,0
1924,11/12/2020,Bahrain,Lebanon,3,1,Friendly,United Arab Emirates,0,2
1925,11/12/2020,Bosnia and Herzegovina,Iran,0,2,Friendly,Bosnia and Herzegovina,1,-2
1926,11/12/2020,Syria,Uzbekistan,1,0,Friendly,United Arab Emirates,0,1
1927,11/12/2020,Iraq,Jordan,0,0,Friendly,United Arab Emirates,0,0
1928,11/12/2020,United Arab Emirates,Tajikistan,3,2,Friendly,United Arab Emirates,1,1
1929,11/12/2020,Uganda,South Sudan,1,0,African Nations Cup qualifier,Uganda,1,1
1930,11/12/2020,Algeria,Zimbabwe,3,1,African Nations Cup qualifier,Algeria,1,2
1931,11/12/2020,Zambia,Botswana,2,1,African Nations Cup qualifier,Zambia,1,1
1932,11/12/2020,Ivory Coast,Madagascar,2,1,African Nations Cup qualifier,Ivory Coast,1,1
1933,11/12/2020,Ghana,Sudan,2,0,African Nations Cup qualifier,Ghana,1,2
1934,11/12/2020,Gabon,Gambia,2,1,African Nations Cup qualifier,Gabon,1,1
1935,11/12/2020,Burkina Faso,Malawi,3,1,African Nations Cup qualifier,Burkina Faso,1,2
1936,11/12/2020,Cape Verde,Rwanda,0,0,African Nations Cup qualifier,Cape Verde,1,0
1937,11/12/2020,Cameroon,Mozambique,4,1,African Nations Cup qualifier,Cameroon,1,3
1938,11/12/2020,Congo,Eswatini,2,0,African Nations Cup qualifier,Congo,1,2
1939,11/12/2020,Wales,United States,0,0,Friendly,Wales,1,0
1940,11/12/2020,Argentina,Paraguay,1,1,World Cup qualifier,Argentina,1,0
1941,11/12/2020,Bolivia,Ecuador,2,3,World Cup qualifier,Bolivia,1,-1
1942,11/12/2020,Serbia,Scotland,1,1,European Championship qual,Serbia,1,0
1943,11/12/2020,England,Ireland,3,0,Friendly,England,1,3
1944,11/12/2020,Northern Ireland,Slovakia,1,2,European Championship qual,Northern Ireland,1,-1
1945,11/12/2020,Hungary,Iceland,2,1,European Championship qual,Hungary,1,1
1946,11/12/2020,Moldova,Russia,0,0,Friendly,Moldova,1,0
1947,11/12/2020,Georgia,North Macedonia,0,1,European Championship qual,Georgia,1,-1
1948,11/13/2020,Japan,Panama,1,0,Friendly,Austria,0,1
1949,11/13/2020,Costa Rica,Qatar,1,1,Friendly,Austria,0,0
1950,11/13/2020,Bangladesh,Nepal,2,0,Friendly,Bangladesh,1,2
1951,11/13/2020,South Africa,São Tomé and Príncipe,2,0,African Nations Cup qualifier,South Africa,1,2
1952,11/13/2020,Tunisia,Tanzania,1,0,African Nations Cup qualifier,Tunisia,1,1
1953,11/13/2020,Niger,Ethiopia,1,0,African Nations Cup qualifier,Niger,1,1
1954,11/13/2020,Nigeria,Sierra Leone,4,4,African Nations Cup qualifier,Nigeria,1,0
1955,11/13/2020,Morocco,Central African Republic,4,1,African Nations Cup qualifier,Morocco,1,3
1956,11/13/2020,Mali,Namibia,1,0,African Nations Cup qualifier,Mali,1,1
1957,11/13/2020,Colombia,Uruguay,0,3,World Cup qualifier,Colombia,1,-3
1958,11/13/2020,Chile,Peru,2,0,World Cup qualifier,Chile,1,2
1959,11/13/2020,Brazil,Venezuela,1,0,World Cup qualifier,Brazil,1,1
1960,11/14/2020,Mexico,South Korea,3,2,Friendly,Austria,0,1
1961,11/14/2020,Saudi Arabia,Jamaica,3,0,Friendly,Saudi Arabia,1,3
1962,11/14/2020,Egypt,Togo,1,0,African Nations Cup qualifier,Egypt,1,1
1963,11/14/2020,DR Congo,Angola,0,0,African Nations Cup qualifier,DR Congo,1,0
1964,11/14/2020,Benin,Lesotho,1,0,African Nations Cup qualifier,Benin,1,1
1965,11/14/2020,Portugal,France,0,1,European Nations League A,Portugal,1,-1
1966,11/14/2020,Switzerland,Spain,1,1,European Nations League A,Switzerland,1,0
1967,11/14/2020,Germany,Ukraine,3,1,European Nations League A,Germany,1,2
1968,11/14/2020,Sweden,Croatia,2,1,European Nations League A,Sweden,1,1
1969,11/14/2020,Cyprus,Luxembourg,2,1,European Nations League C,Cyprus,1,1
1970,11/14/2020,Latvia,Faroe Islands,1,1,European Nations League D,Latvia,1,0
1971,11/14/2020,Azerbaijan,Montenegro,0,0,European Nations League C,Croatia,0,0
1972,11/14/2020,Malta,Andorra,3,1,European Nations League D,Malta,1,2
1973,11/14/2020,San Marino,Gibraltar,0,0,European Nations League D,San Marino,1,0
1974,11/15/2020,Comoros,Kenya,2,1,African Nations Cup qualifier,Comoros,1,1
1975,11/15/2020,Guinea-Bissau,Senegal,0,1,African Nations Cup qualifier,Guinea-Bissau,1,-1
1976,11/15/2020,Burundi,Mauritania,3,1,African Nations Cup qualifier,Burundi,1,2
1977,11/15/2020,Equatorial Guinea,Libya,1,0,African Nations Cup qualifier,Equatorial Guinea,1,1
1978,11/15/2020,Chad,Guinea,1,1,African Nations Cup qualifier,Chad,1,0
1979,11/15/2020,Guatemala,Honduras,2,1,Friendly,Guatemala,1,1
1980,11/15/2020,Slovakia,Scotland,1,0,European Nations League B,Slovakia,1,1
1981,11/15/2020,Belgium,England,2,0,European Nations League A,Belgium,1,2
1982,11/15/2020,Wales,Ireland,1,0,European Nations League B,Wales,1,1
1983,11/15/2020,Austria,Northern Ireland,2,1,European Nations League B,Austria,1,1
1984,11/15/2020,Hungary,Serbia,1,1,European Nations League B,Hungary,1,0
1985,11/15/2020,Netherlands,Bosnia and Herzegovina,3,1,European Nations League A,Netherlands,1,2
1986,11/15/2020,Italy,Poland,2,0,European Nations League A,Italy,1,2
1987,11/15/2020,Bulgaria,Finland,1,2,European Nations League B,Bulgaria,1,-1
1988,11/15/2020,Turkey,Russia,3,2,European Nations League B,Turkey,1,1
1989,11/15/2020,Denmark,Iceland,2,1,European Nations League A,Denmark,1,1
1990,11/15/2020,North Macedonia,Estonia,2,1,European Nations League C,North Macedonia,1,1
1991,11/15/2020,Belarus,Lithuania,2,0,European Nations League C,Belarus,1,2
1992,11/15/2020,Moldova,Greece,0,2,European Nations League C,Moldova,1,-2
1993,11/15/2020,Czechia,Israel,1,0,European Nations League B,Czechia,1,1
1994,11/15/2020,Albania,Kazakhstan,3,1,European Nations League C,Albania,1,2
1995,11/15/2020,Georgia,Armenia,1,2,European Nations League C,Georgia,1,-1
1996,11/15/2020,Slovenia,Kosovo,2,1,European Nations League C,Slovenia,1,1
1997,11/16/2020,Jordan,Syria,1,0,Friendly,United Arab Emirates,0,1
1998,11/16/2020,United Arab Emirates,Bahrain,1,3,Friendly,United Arab Emirates,1,-2
1999,11/16/2020,South Africa,São Tomé and Príncipe,4,2,African Nations Cup qualifier,South Africa,1,2
2000,11/16/2020,South Sudan,Uganda,1,0,African Nations Cup qualifier,Kenya,0,1
2001,11/16/2020,Zimbabwe,Algeria,2,2,African Nations Cup qualifier,Zimbabwe,1,0
2002,11/16/2020,Botswana,Zambia,1,0,African Nations Cup qualifier,Botswana,1,1
2003,11/16/2020,Gambia,Gabon,2,1,African Nations Cup qualifier,The Gambia,0,1
2004,11/16/2020,Malawi,Burkina Faso,0,0,African Nations Cup qualifier,Malawi,1,0
2005,11/16/2020,Mozambique,Cameroon,0,2,African Nations Cup qualifier,Mozambique,1,-2
2006,11/16/2020,Eswatini,Congo,0,0,African Nations Cup qualifier,Eswatini,1,0
2007,11/16/2020,United States,Panama,6,2,Friendly,Austria,0,4
2008,11/17/2020,Mexico,Japan,2,0,Friendly,Austria,0,2
2009,11/17/2020,South Korea,Qatar,2,1,Friendly,Austria,0,1
2010,11/17/2020,Iraq,Uzbekistan,2,1,Friendly,United Arab Emirates,0,1
2011,11/17/2020,Saudi Arabia,Jamaica,1,2,Friendly,Saudi Arabia,1,-1
2012,11/17/2020,Bangladesh,Nepal,0,0,Friendly,Bangladesh,1,0
2013,11/17/2020,Togo,Egypt,1,3,African Nations Cup qualifier,Togo,1,-2
2014,11/17/2020,Tanzania,Tunisia,1,1,African Nations Cup qualifier,Tanzania,1,0
2015,11/17/2020,Madagascar,Ivory Coast,1,1,African Nations Cup qualifier,Madagascar,1,0
2016,11/17/2020,Ethiopia,Niger,3,0,African Nations Cup qualifier,Ethiopia,1,3
2017,11/17/2020,Angola,DR Congo,0,1,African Nations Cup qualifier,Angola,1,-1
2018,11/17/2020,Sierra Leone,Nigeria,0,0,African Nations Cup qualifier,Sierra Leone,1,0
2019,11/17/2020,Sudan,Ghana,1,0,African Nations Cup qualifier,Sudan,1,1
2020,11/17/2020,Central African Republic,Morocco,0,2,African Nations Cup qualifier,Cameroon,0,-2
2021,11/17/2020,Lesotho,Benin,0,0,African Nations Cup qualifier,Lesotho,1,0
2022,11/17/2020,Rwanda,Cape Verde,0,0,African Nations Cup qualifier,Rwanda,1,0
2023,11/17/2020,Namibia,Mali,1,2,African Nations Cup qualifier,Namibia,1,-1
2024,11/17/2020,Uruguay,Brazil,0,2,World Cup qualifier,Uruguay,1,-2
2025,11/17/2020,Peru,Argentina,0,2,World Cup qualifier,Peru,1,-2
2026,11/17/2020,Venezuela,Chile,2,1,World Cup qualifier,Venezuela,1,1
2027,11/17/2020,Paraguay,Bolivia,2,2,World Cup qualifier,Paraguay,1,0
2028,11/17/2020,Ecuador,Colombia,6,1,World Cup qualifier,Ecuador,1,5
2029,11/17/2020,France,Sweden,4,2,European Nations League A,France,1,2
2030,11/17/2020,Spain,Germany,6,0,European Nations League A,Spain,1,6
2031,11/17/2020,Luxembourg,Azerbaijan,0,0,European Nations League C,Luxembourg,1,0
2032,11/17/2020,Croatia,Portugal,2,3,European Nations League A,Croatia,1,-1
2033,11/17/2020,Andorra,Latvia,0,5,European Nations League D,Andorra,1,-5
2034,11/17/2020,Montenegro,Cyprus,4,0,European Nations League C,Montenegro,1,4
2035,11/17/2020,Malta,Faroe Islands,1,1,European Nations League D,Malta,1,0
2036,11/17/2020,Gibraltar,Liechtenstein,1,1,European Nations League D,Gibraltar,1,0
2037,11/18/2020,Israel,Scotland,1,0,European Nations League B,Israel,1,1
2038,11/18/2020,England,Iceland,4,0,European Nations League A,England,1,4
2039,11/18/2020,Wales,Finland,3,1,European Nations League B,Wales,1,2
2040,11/18/2020,Northern Ireland,Romania,1,1,European Nations League B,Northern Ireland,1,0
2041,11/18/2020,Austria,Norway,1,1,European Nations League B,Austria,1,0
2042,11/18/2020,Hungary,Turkey,2,0,European Nations League B,Hungary,1,2
2043,11/18/2020,Belgium,Denmark,4,2,European Nations League A,Belgium,1,2
2044,11/18/2020,Poland,Netherlands,1,2,European Nations League A,Poland,1,-1
2045,11/18/2020,Bosnia and Herzegovina,Italy,0,2,European Nations League A,Bosnia and Herzegovina,1,-2
2046,11/18/2020,Serbia,Russia,5,0,European Nations League B,Serbia,1,5
2047,11/18/2020,Georgia,Estonia,0,0,European Nations League C,Georgia,1,0
2048,11/18/2020,Kazakhstan,Lithuania,1,2,European Nations League C,Kazakhstan,1,-1
2049,11/18/2020,Ireland,Bulgaria,0,0,European Nations League B,Ireland,1,0
2050,11/18/2020,Albania,Belarus,3,2,European Nations League C,Albania,1,1
2051,11/18/2020,Greece,Slovenia,0,0,European Nations League C,Greece,1,0
2052,11/18/2020,Czechia,Slovakia,2,0,European Nations League B,Czechia,1,2
2053,11/18/2020,Kosovo,Moldova,1,0,European Nations League C,Kosovo,1,1
2054,11/18/2020,Armenia,North Macedonia,1,0,European Nations League C,Cyprus,0,1
2055,12/4/2020,Qatar,Bangladesh,5,0,World Cup and Asian Cup qual,Qatar,1,5
2056,12/9/2020,United States,El Salvador,6,0,Friendly,United States,1,6
2057,1/12/2021,United Arab Emirates,Iraq,0,0,Friendly,United Arab Emirates,1,0
2058,1/18/2021,Kuwait,Palestine,0,1,Friendly,Kuwait,1,-1
2059,1/19/2021,Dominican Republic,Puerto Rico,0,1,Friendly,Dominican Republic,1,-1
2060,1/22/2021,Guatemala,Puerto Rico,1,0,Friendly,Guatemala,1,1
2061,1/25/2021,Dominican Republic,Serbia,0,0,Friendly,Dominican Republic,1,0
2062,1/27/2021,Iraq,Kuwait,2,1,Friendly,Iraq,1,1
2063,1/28/2021,Panama,Serbia,0,0,Friendly,Panama,1,0
2064,1/31/2021,United States,Trinidad and Tobago,7,0,Friendly,United States,1,7
2065,2/1/2021,Jordan,Tajikistan,2,0,Friendly,United Arab Emirates,0,2
2066,2/5/2021,Tajikistan,Jordan,1,0,Friendly,United Arab Emirates,0,1
2067,2/15/2021,Uzbekistan,Jordan,2,0,Friendly,United Arab Emirates,0,2
2068,2/24/2021,Guatemala,Nicaragua,1,0,Friendly,Guatemala,1,1
2069,3/5/2021,Bermuda,Bahamas,3,0,Friendly,United States,0,3
2070,3/7/2021,Bahamas,Bermuda,0,0,Friendly,United States,0,0
2071,3/13/2021,Kenya,South Sudan,1,0,Friendly,Kenya,1,1
2072,3/15/2021,Kenya,Tanzania,2,1,Friendly,Kenya,1,1
2073,3/17/2021,Ethiopia,Malawi,4,0,Friendly,Ethiopia,1,4
2074,3/19/2021,Barbados,Turks and Caicos Islands,2,0,Friendly,Dominican Republic,0,2
2075,3/20/2021,Jordan,Oman,0,0,Friendly,United Arab Emirates,0,0
2076,3/21/2021,Antigua and Barbuda,British Virgin Islands,3,0,Friendly,Curaçao,0,3
2077,3/21/2021,Anguilla,US Virgin Islands,0,0,Friendly,United States,0,0
2078,3/24/2021,Jordan,Lebanon,1,0,Friendly,United Arab Emirates,0,1
2079,3/24/2021,Qatar,Luxembourg,1,0,Friendly,Hungary,0,1
2080,3/24/2021,Uganda,Burkina Faso,0,0,African Nations Cup qualifier,Uganda,1,0
2081,3/24/2021,Ethiopia,Madagascar,4,0,African Nations Cup qualifier,Ethiopia,1,4
2082,3/24/2021,São Tomé and Príncipe,Sudan,0,2,African Nations Cup qualifier,São Tomé and Príncipe,1,-2
2083,3/24/2021,Malawi,South Sudan,1,0,African Nations Cup qualifier,Sudan,0,1
2084,3/24/2021,Guinea,Mali,1,0,African Nations Cup qualifier,Guinea,1,1
2085,3/24/2021,Rwanda,Mozambique,1,0,African Nations Cup qualifier,Rwanda,1,1
2086,3/24/2021,Guatemala,Cuba,1,0,World Cup qualifier,Guatemala,1,1
2087,3/24/2021,Belarus,Honduras,1,1,Friendly,Belarus,1,0
2088,3/24/2021,Dominican Republic,Dominica,1,0,World Cup qualifier,Dominican Republic,1,1
2089,3/24/2021,Suriname,Cayman Islands,3,0,World Cup qualifier,Suriname,1,3
2090,3/24/2021,Saint Kitts and Nevis,Puerto Rico,1,0,World Cup qualifier,Dominican Republic,0,1
2091,3/24/2021,Antigua and Barbuda,Montserrat,2,2,World Cup qualifier,Curaçao,0,0
2092,3/24/2021,Belgium,Wales,3,1,World Cup qualifier,Belgium,1,2
2093,3/24/2021,France,Ukraine,1,1,World Cup qualifier,France,1,0
2094,3/24/2021,Turkey,Netherlands,4,2,World Cup qualifier,Turkey,1,2
2095,3/24/2021,Gibraltar,Norway,0,3,World Cup qualifier,Gibraltar,1,-3
2096,3/24/2021,Finland,Bosnia and Herzegovina,2,2,World Cup qualifier,Finland,1,0
2097,3/24/2021,Malta,Russia,1,3,World Cup qualifier,Malta,1,-2
2098,3/24/2021,Czechia,Estonia,6,2,World Cup qualifier,Poland,0,4
2099,3/24/2021,Portugal,Azerbaijan,1,0,World Cup qualifier,Italy,0,1
2100,3/24/2021,Latvia,Montenegro,1,2,World Cup qualifier,Latvia,1,-1
2101,3/24/2021,Kosovo,Lithuania,4,0,Friendly,Kosovo,1,4
2102,3/24/2021,Serbia,Ireland,3,2,World Cup qualifier,Serbia,1,1
2103,3/24/2021,Cyprus,Slovakia,0,0,World Cup qualifier,Cyprus,1,0
2104,3/24/2021,Slovenia,Croatia,1,0,World Cup qualifier,Slovenia,1,1
2105,3/25/2021,Japan,South Korea,3,0,Friendly,Japan,1,3
2106,3/25/2021,India,Oman,1,1,Friendly,United Arab Emirates,0,0
2107,3/25/2021,Tajikistan,Mongolia,3,0,World Cup and Asian Cup qual,Tajikistan,1,3
2108,3/25/2021,Bahrain,Syria,3,1,Friendly,Bahrain,1,2
2109,3/25/2021,Saudi Arabia,Kuwait,1,0,Friendly,Saudi Arabia,1,1
2110,3/25/2021,Kenya,Egypt,1,1,African Nations Cup qualifier,Kenya,1,0
2111,3/25/2021,South Africa,Ghana,1,1,African Nations Cup qualifier,South Africa,1,0
2112,3/25/2021,Equatorial Guinea,Tanzania,1,0,African Nations Cup qualifier,Equatorial Guinea,1,1
2113,3/25/2021,Botswana,Zimbabwe,0,1,African Nations Cup qualifier,Botswana,1,-1
2114,3/25/2021,Zambia,Algeria,3,3,African Nations Cup qualifier,Zambia,1,0
2115,3/25/2021,Gabon,DR Congo,3,0,African Nations Cup qualifier,Gabon,1,3
2116,3/25/2021,Gambia,Angola,1,0,African Nations Cup qualifier,The Gambia,0,1
2117,3/25/2021,Comoros,Togo,0,0,African Nations Cup qualifier,Comoros,1,0
2118,3/25/2021,Libya,Tunisia,2,5,African Nations Cup qualifier,Libya,1,-3
2119,3/25/2021,United States,Jamaica,4,1,Friendly,Austria,0,3
2120,3/25/2021,Canada,Bermuda,5,1,World Cup qualifier,United States,0,4
2121,3/25/2021,El Salvador,Grenada,2,0,World Cup qualifier,El Salvador,1,2
2122,3/25/2021,Curaçao,St Vincent & Grenadines,5,0,World Cup qualifier,Curaçao,1,5
2123,3/25/2021,Haiti,Belize,2,0,World Cup qualifier,Haiti,1,2
